emp_no,first_name,last_name,from_date,title
86217,Mari,Asrin,1999-03-20,Assistant Engineer
86224,Shaunak,Ishibashi,1998-04-07,Senior Staff
86252,Mahendra,Selenyi,1996-03-20,Staff
86267,Masato,Guting,1997-07-22,Senior Engineer
86269,Kristinn,Swift,1996-04-25,Senior Staff
86270,Prodip,Menhoudj,1991-08-30,Senior Staff
86271,Ipke,Llado,1997-02-03,Senior Staff
86275,Ipke,Genin,1998-04-22,Engineer
86282,Martien,Baak,1992-07-23,Senior Staff
86284,Fabrizio,Wrigley,1996-10-29,Engineer
86287,Masami,Liesche,1990-07-15,Senior Staff
86297,Susuma,Feldmann,1990-05-30,Technique Leader
86305,Nadjib,Weisert,1997-08-05,Senior Engineer
86308,Dipankar,Muhling,1997-06-08,Engineer
86321,Shiv,Vasanthakumar,1994-04-14,Engineer
86342,Marit,Boguraev,2002-07-21,Senior Engineer
86351,Jackson,Staylopatis,1987-06-15,Senior Staff
86357,Rosalyn,Sessa,1985-07-04,Technique Leader
86364,Shushma,Decaestecker,1989-03-30,Senior Engineer
86369,Barton,Stemann,1995-05-26,Senior Engineer
86395,Duke,Grospietsch,1989-01-14,Senior Staff
86404,Jungsoon,Quaggetto,1995-09-04,Senior Engineer
86405,Sreekrishna,Bale,1992-05-08,Senior Engineer
86416,Kazuhiro,Budinsky,1988-12-17,Senior Engineer
86436,Hilari,Kropf,2001-06-15,Senior Staff
86437,Zvonko,Bednarek,2000-03-29,Senior Engineer
86445,Chaoyi,Wynblatt,1993-10-22,Senior Staff
86448,Fumino,Garnier,1999-04-06,Senior Engineer
86459,Gritta,Etalle,1998-08-14,Senior Staff
86480,Navid,Tramer,1999-08-27,Senior Engineer
86483,Shigenori,Gill,1994-02-27,Senior Staff
86491,Shuzo,Conta,1990-12-18,Senior Engineer
86494,Masato,Perng,1988-12-30,Senior Staff
86499,Lech,Escriba,1994-01-08,Senior Staff
86513,Yishay,Murtha,1991-10-04,Senior Staff
86527,Toshiko,Pollacia,2002-01-07,Senior Staff
86539,Adam,Junet,1994-10-06,Senior Staff
86554,George,Itschner,1991-09-02,Senior Engineer
86559,Weiye,Tsukuda,1993-05-29,Senior Engineer
86561,Thodoros,Frolund,1993-08-16,Assistant Engineer
86564,Jaideep,Theuretzbacher,1986-03-12,Senior Engineer
86575,Berthier,Sinitsyn,1997-11-16,Staff
86600,Baocai,Baba,1996-03-30,Senior Staff
86608,Honglan,Shigei,1999-02-28,Staff
86612,Yuchang,McAffer,1996-09-03,Senior Staff
86617,Mingsen,Desikan,1998-09-22,Senior Staff
86626,Sashi,Polajnar,1994-06-16,Senior Staff
86629,Yolla,Sommer,1993-02-19,Senior Staff
86631,Tristan,Isaac,1986-07-13,Senior Engineer
86634,Odysseas,Terlouw,1990-04-29,Technique Leader
86641,Kamran,Gladwell,1993-07-15,Senior Engineer
86654,Jeane,Taubenfeld,1991-03-28,Senior Staff
86667,King,Slobodova,1995-06-07,Senior Engineer
86674,Fumiya,Candan,2002-04-16,Senior Staff
86690,Carrsten,Whitcomb,2001-01-28,Senior Engineer
86691,Kagan,Serdy,1993-06-27,Senior Staff
86715,Katsuo,Farrag,1997-10-07,Engineer
86746,Parke,Seiwald,1991-03-27,Senior Engineer
86751,Feiyu,Swick,1987-06-04,Senior Engineer
86754,Guadalupe,Vigier,1999-06-28,Senior Staff
86772,Kayoko,Chepyzhov,1997-10-16,Staff
86776,Palash,Danecki,1995-11-30,Senior Staff
86788,Golgen,Saoudi,1995-02-08,Senior Staff
86817,Shmuel,Sommen,1998-02-16,Senior Engineer
86819,Wuxu,Bisiani,1994-06-13,Senior Staff
86822,Halsur,Veccia,2001-02-13,Senior Engineer
86823,Xiaopeng,Perly,1994-01-27,Engineer
86831,KayLiang,Nanard,1998-05-23,Staff
86832,Duro,Magalhaes,1996-12-07,Senior Engineer
86838,Janche,Gecseg,1993-03-12,Senior Staff
86851,Kensyu,Schusler,1993-04-24,Senior Staff
86852,Lijie,McFarlin,1993-03-17,Senior Engineer
86853,Dhritiman,Giveon,1998-04-21,Senior Staff
86856,Vasilis,Perelgut,1998-09-26,Staff
86862,Pascal,Fetvedt,1997-09-17,Engineer
86871,Djenana,Zolotykh,1987-05-04,Senior Engineer
86887,Martijn,Roison,2000-06-23,Senior Staff
86905,Alenka,Streng,1996-10-29,Senior Engineer
86906,Adel,Fiutem,1985-06-07,Senior Engineer
86934,Jovan,Strooper,1994-10-02,Senior Engineer
86941,Zhiguo,Tanemo,1995-09-01,Senior Staff
86947,Vitali,Hooghiemstra,1998-03-25,Senior Staff
86948,Rosita,Swan,1998-09-14,Staff
86951,Martijn,Coors,1985-07-21,Senior Engineer
86952,Richard,Oskamp,1993-04-26,Senior Staff
86957,Aris,Guenter,1998-01-24,Senior Engineer
86969,Shai,Rijckaert,1999-03-24,Senior Engineer
86970,Hugo,Zizka,1985-08-12,Senior Engineer
86973,Shao,Honiden,2000-10-30,Engineer
86977,Volkmar,Hofstetter,1988-04-16,Senior Engineer
86984,Lakshmi,Kawashima,1995-06-17,Senior Engineer
87001,Sanjit,Maquelin,1996-05-06,Senior Staff
87022,Mario,Eterovic,1993-04-11,Senior Engineer
87028,Greger,Perfilyeva,1995-07-12,Senior Engineer
87030,Shmuel,Prenel,1996-09-30,Senior Staff
87043,Fay,Anily,1999-06-30,Senior Engineer
87047,True,Beilner,1995-05-15,Senior Staff
87054,Szabolcs,Kandlur,1998-11-22,Senior Engineer
87059,Girolamo,Leuchs,1997-04-12,Senior Staff
87060,Willard,Birdsall,1993-03-30,Senior Staff
87064,Ewing,Bednarek,1997-05-22,Engineer
87066,Jaber,Zobel,1993-12-20,Senior Staff
87070,Tsz,Farrow,1985-08-31,Senior Engineer
87078,Boalin,Muntz,1993-01-22,Senior Engineer
87091,Sashi,Hiraishi,1995-11-12,Senior Staff
87094,Stevo,Turnbull,1996-02-08,Senior Engineer
87095,Jixiang,Laurillard,1998-08-08,Staff
87107,Kasturi,Peir,1997-01-10,Senior Staff
87115,Charlene,Zyda,1995-02-13,Senior Staff
87133,Alexius,Schoegge,1986-05-21,Senior Staff
87137,Aluzio,Tsunoo,1994-07-13,Senior Staff
87144,Kshitij,Naudin,1996-09-03,Engineer
87152,Nakhoon,Byoun,1993-06-23,Senior Staff
87158,Nahid,Neiman,1986-09-20,Technique Leader
87160,Nevio,Gihr,1986-05-25,Senior Engineer
87161,Ennio,Sudkamp,2001-03-22,Senior Staff
87168,Herb,Beerel,1988-02-12,Senior Engineer
87170,Macha,Gide,1994-06-04,Senior Engineer
87186,Shaowei,Luby,1993-12-16,Senior Staff
87196,Caolyn,Ozery,1997-05-18,Engineer
87197,Shahab,Unni,1997-03-22,Senior Engineer
87199,Yefim,Luck,1996-02-04,Engineer
87200,Shridhar,Skafidas,1994-04-07,Senior Engineer
87202,Hatem,Coors,1990-11-08,Senior Staff
87211,Ohad,Masada,1995-12-16,Engineer
87232,Arch,Thebaut,1991-01-12,Senior Engineer
87234,Boriana,Mungall,1993-09-04,Senior Staff
87246,Boaz,Melichar,2000-01-21,Senior Staff
87269,IEEE,Etalle,1999-07-05,Senior Staff
87274,Hilari,Gide,1992-07-27,Senior Staff
87278,Masato,Kragelund,1995-06-25,Senior Engineer
87284,Ranga,Fandrianto,1991-01-15,Senior Staff
87293,Kwangho,Champarnaud,1993-06-19,Senior Staff
87302,Martina,Garigliano,1995-03-19,Senior Staff
87306,Mabhin,Speckmann,1995-11-07,Staff
87308,Shaz,Bresenham,1996-04-05,Staff
87319,Zita,Bain,1993-05-23,Senior Staff
87323,Akemi,Nastansky,1995-10-17,Senior Engineer
87336,Arco,Dusink,1999-02-11,Senior Staff
87337,Huai,Barbanera,1987-04-15,Senior Staff
87339,Kamakshi,Aseltine,1990-02-03,Technique Leader
87357,Constantijn,Kambil,1994-03-16,Senior Engineer
87359,Sadok,Bael,1993-04-12,Senior Staff
87372,Maren,Stellhorn,1994-08-13,Senior Staff
87374,Sampalli,Maraist,1987-10-10,Senior Staff
87401,Shietung,Zweizig,1997-10-19,Senior Engineer
87415,Radhia,Thibadeau,1998-12-27,Engineer
87422,Mohamadou,Lorcy,1988-08-19,Senior Engineer
87442,Marjo,Jeong,2000-09-20,Engineer
87446,Theron,Wilharm,1988-07-09,Senior Engineer
87448,Weidon,Serna,1997-09-10,Senior Engineer
87449,Golgen,Validov,1995-11-18,Engineer
87450,Xuedong,Shobatake,1996-06-08,Senior Engineer
87451,Zhonghui,Denos,1995-06-18,Senior Engineer
87454,Terresa,Veeraraghavan,1992-07-06,Senior Staff
87461,Moni,Decaestecker,1989-05-31,Senior Engineer
87476,Amabile,Niizuma,1991-01-20,Senior Engineer
87480,Geoff,Mitzlaff,1988-02-15,Senior Staff
87483,Vesna,Baranowski,2001-05-09,Senior Engineer
87492,Susuma,Kushner,1992-12-22,Senior Engineer
87498,Rafols,Shobatake,2001-04-13,Senior Staff
87504,Fumiya,Takanami,2000-11-13,Senior Engineer
87526,Turgut,Lanphier,1992-03-14,Senior Staff
87560,Mansur,Gniady,1996-05-03,Senior Staff
87568,Erez,Usery,1995-08-12,Senior Engineer
87585,Oscar,Morrin,1992-08-31,Senior Engineer
87637,Qingxiang,Aamodt,2002-06-18,Senior Staff
87638,Fay,Raczkowsky,1993-03-16,Senior Staff
87640,Shigehito,Swift,1991-06-13,Senior Engineer
87663,Lenore,Pews,1997-01-06,Senior Engineer
87671,Oldrich,Kandlur,1985-02-11,Senior Staff
87672,Sadok,Zlotek,1997-05-23,Senior Staff
87679,Guenter,Marciano,1993-03-11,Senior Staff
87681,IEEE,Birge,1988-06-18,Senior Engineer
87693,Mikhail,Osgood,1990-02-22,Technique Leader
87697,Sanjoy,Luit,1992-08-09,Senior Staff
87723,Uwe,Kowalchuk,1996-08-21,Engineer
87738,Ipke,Sluis,1998-10-03,Senior Staff
87751,Lakshmi,Frolund,1990-06-28,Senior Staff
87752,Yurii,Hasenauer,1990-02-14,Senior Staff
87757,Syozo,Ghalwash,1995-03-28,Engineer
87765,Theirry,Garnham,1996-08-08,Senior Staff
87769,Subhrajyoti,Tomescu,2002-05-19,Senior Engineer
87793,Fatemeh,Kakkar,2001-07-21,Senior Staff
87796,Boriana,Middleton,1986-03-05,Senior Engineer
87806,Khatoun,Shokrollahi,1991-06-22,Senior Staff
87807,Berni,Diderrich,1994-03-05,Senior Engineer
87824,Serenella,Falster,1996-06-17,Senior Engineer
87829,Genki,Etalle,1990-10-05,Senior Engineer
87840,Sungwon,Wendorf,1992-08-02,Senior Engineer
87851,Aloys,Asser,1992-05-13,Senior Staff
87852,Nikolaos,Pokrovskii,1993-05-27,Senior Staff
87856,Lunjin,Erol,1991-09-30,Senior Staff
87869,Alassane,Luit,1986-01-19,Senior Staff
87875,Anneli,Reeker,1991-07-24,Senior Engineer
87876,Dante,Perfilyeva,1995-08-13,Senior Engineer
87881,Yechezkel,Masaki,1993-11-12,Senior Engineer
87897,Tzu,Suwa,1992-07-20,Senior Staff
87902,Phuoc,Compeau,1987-06-04,Senior Engineer
87944,Mahendra,Schmezko,1992-06-16,Senior Engineer
87948,Subhash,Kalafatis,1998-07-15,Engineer
87951,Ottavia,Rohrbach,1993-06-27,Senior Engineer
87958,Leandro,Mattern,1988-07-14,Senior Engineer
87964,Alejandro,Luon,2001-03-11,Senior Staff
87974,Shunichi,Peac,1994-11-07,Senior Staff
87982,Lijia,Conia,1993-03-24,Senior Engineer
87991,Fusako,Gubsky,2001-10-14,Senior Staff
87992,Moriyoshi,Iivonen,1993-07-31,Senior Staff
87993,Masasuke,Hiraishi,1995-04-24,Engineer
88005,Mrinalini,Brookman,1997-11-15,Engineer
88010,Prodip,Ventosa,1995-02-20,Staff
88015,Dmitry,Akiyama,1997-05-06,Engineer
88032,Urs,Serra,1998-06-20,Senior Staff
88033,Masato,Callaway,1992-02-07,Senior Engineer
88038,Monique,Jarecki,1992-09-09,Senior Engineer
88060,Emdad,Ferriere,1997-07-04,Engineer
88079,Karlis,Hmelo,2001-11-13,Senior Staff
88080,Mack,Heuser,1995-09-30,Senior Staff
88089,Kwok,Alpin,1987-05-02,Senior Engineer
88101,Zongyan,Strooper,2000-01-19,Engineer
88116,Luerbio,Butterworth,1998-06-15,Senior Engineer
88127,Sushant,Hooghiemstra,1995-04-25,Senior Staff
88136,Shir,Stille,1996-08-02,Engineer
88137,Domenick,Brodie,1986-08-12,Senior Engineer
88145,Sanjit,Ernst,1993-10-28,Senior Engineer
88190,Lech,Radivojevic,2001-04-20,Senior Staff
88191,Monique,Sigstam,1996-10-14,Engineer
88195,Ghassan,Krogh,1995-04-08,Senior Engineer
88213,Zvonko,Varman,1990-08-18,Technique Leader
88219,Palash,Krzyzanowski,1986-12-15,Senior Engineer
88246,Munenori,Slobodova,1996-06-30,Senior Staff
88247,Marjo,Fasbender,1995-10-09,Senior Staff
88255,Tesuro,Barbanera,1988-09-24,Senior Staff
88260,Miomir,Krzyzanowski,1993-09-27,Senior Engineer
88262,Sham,Stassinopoulos,1986-05-02,Senior Engineer
88269,Demin,Kaelbling,1993-08-09,Senior Staff
88287,Parke,Reistad,1992-05-31,Senior Engineer
88298,Shuji,Vidya,2001-12-16,Engineer
88314,Tsutomu,Denti,1996-07-23,Senior Engineer
88340,Gad,Fiutem,1996-08-21,Senior Staff
88346,Francesca,Wissmann,2001-11-25,Senior Engineer
88353,Anneke,Ranka,1994-12-18,Senior Engineer
88354,Lijia,Jiafu,1987-08-30,Senior Staff
88358,Trygve,Salinas,1999-06-03,Senior Engineer
88377,Mrinalini,Sifakis,1994-01-24,Senior Engineer
88378,Shaz,Rodier,1997-07-04,Senior Engineer
88381,Jackson,Bondorf,1996-03-25,Senior Staff
88382,Genta,Penz,1997-04-19,Engineer
88385,Tran,Besancenot,1993-04-30,Senior Staff
88386,Jiann,Bondorf,1986-01-01,Senior Engineer
88387,Sanjeeva,Lundstrom,1996-05-05,Engineer
88389,Jiakeng,Waymire,2001-10-06,Senior Staff
88393,Kauko,Farris,1992-11-21,Senior Engineer
88399,Thodoros,Pettit,1997-08-10,Staff
88401,Evgueni,Eiter,1993-03-26,Senior Staff
88403,Nigel,Ramaiah,1998-11-03,Staff
88408,Rasiah,Skrikant,1989-09-19,Senior Staff
88419,Luerbio,Murillo,1996-01-20,Technique Leader
88421,Mariusz,Kusalik,1993-04-17,Senior Staff
88441,Mart,Moehrke,1991-12-04,Senior Engineer
88449,Lihong,Naudin,1992-12-14,Senior Engineer
88489,Monique,Soloway,1991-07-05,Senior Engineer
88491,Mabry,Swiler,1996-09-20,Senior Staff
88495,Wilmer,Molenaar,1985-02-24,Senior Staff
88503,Anestis,Rosenbaum,1988-04-14,Senior Engineer
88512,Giao,Vigier,1994-07-24,Senior Engineer
88524,Zorica,Einsfeld,2001-06-30,Senior Engineer
88543,Geoff,Brodie,1992-05-15,Senior Engineer
88544,Yannik,Gilg,1987-04-20,Senior Staff
88548,Baruch,Heijenga,1993-10-06,Senior Engineer
88556,Ute,Ravishankar,1999-09-11,Engineer
88563,Mototsugu,Rodite,2000-01-07,Staff
88570,Genta,Rosenbaum,1987-11-25,Senior Engineer
88579,Vasilii,Himler,1987-05-07,Senior Engineer
88584,Sakthirel,Rikino,1997-12-22,Senior Engineer
88597,Zita,Narwekar,1990-04-20,Senior Engineer
88599,Kristin,Schneeberger,1994-06-11,Senior Engineer
88600,Bernd,Ranze,1994-08-12,Senior Staff
88615,Weicheng,Shrader,1991-07-30,Senior Staff
88616,Tadahiro,Esposito,1995-07-11,Senior Engineer
88628,Guoxiang,Polajnar,1994-02-21,Assistant Engineer
88636,Xiping,Jeansoulin,1997-12-08,Engineer
88646,Joydip,Niizuma,1998-08-22,Engineer
88656,Oddvar,Parveen,1986-01-30,Technique Leader
88661,Moheb,Frijda,1996-09-23,Engineer
88663,Adly,Deville,1993-11-22,Senior Engineer
88679,Genta,Lichtner,1993-04-15,Senior Staff
88681,Genta,Alvarado,1999-03-17,Senior Engineer
88698,Mary,Lundstrom,1999-12-04,Senior Staff
88701,Terresa,Krzyzanowski,1988-02-11,Senior Engineer
88707,Adit,Ermel,1992-03-01,Senior Engineer
88722,Falguni,Lagarias,1996-09-27,Engineer
88741,Ottavia,Rattan,2000-09-01,Senior Engineer
88748,Satoru,Sigstam,1998-11-14,Staff
88754,Garnet,Thorensen,1995-09-29,Senior Staff
88764,Aloys,Turnbull,1991-11-06,Senior Staff
88765,Xuejun,Honglei,1997-02-07,Engineer
88770,Jaroslava,Mukaidono,1995-11-03,Senior Staff
88772,Bangqing,Pesch,1993-01-03,Senior Engineer
88776,Bedir,Kaiser,2001-07-22,Senior Staff
88778,Mohammed,Gruenwald,2001-03-11,Senior Engineer
88788,Aamer,Picel,1988-10-10,Senior Staff
88791,Yunming,Salvesen,1996-05-28,Engineer
88792,Stevo,Reghbati,1994-05-31,Senior Engineer
88796,Mang,Erol,1997-05-03,Assistant Engineer
88803,Bikash,Zambonelli,1992-09-01,Senior Engineer
88806,Laurentiu,Ernst,1999-07-12,Senior Staff
88821,Shen,Gihr,1995-10-30,Senior Engineer
88825,Fun,Alvarado,1998-10-22,Staff
88830,Shih,Auria,1995-02-04,Senior Engineer
88835,Gad,Nivat,1996-03-10,Engineer
88865,Lalit,Peng,1993-02-26,Senior Engineer
88866,Munehiro,Babb,1993-10-07,Senior Staff
88869,Miomir,Plump,1995-03-27,Senior Engineer
88890,Pranjal,Aloisi,1995-12-30,Senior Staff
88893,Shaleah,Shanbhogue,1997-01-22,Senior Engineer
88905,Yakichi,Muhlberg,1995-06-08,Senior Engineer
88914,Masali,Ozeki,2001-11-15,Senior Engineer
88919,Aleksander,Savasere,1987-03-21,Technique Leader
88924,Qiwen,Alameldin,1986-11-14,Senior Engineer
88936,Hironobu,Belinskaya,1996-01-29,Senior Staff
88937,Angel,Waschkowski,1996-02-04,Senior Engineer
88938,Rosine,Detkin,1996-10-15,Staff
88942,Leif,Senzako,1986-10-27,Senior Engineer
88945,Miomir,Jahnichen,1996-12-30,Senior Staff
88947,Ronghao,Marletta,1993-11-17,Senior Staff
88973,Ingemar,Peng,1997-03-01,Engineer
88975,Miomir,Baak,1991-10-06,Senior Staff
88976,Younwoo,Peron,1987-12-04,Senior Staff
88987,Miomir,Prenel,1997-09-20,Engineer
88989,Jaber,Gulik,1995-03-09,Senior Staff
88997,Leif,Giveon,2002-01-27,Senior Engineer
89001,Zeydy,Sommen,1988-12-03,Senior Staff
89002,Luisa,Pelz,1992-11-23,Senior Engineer
89010,Jingling,Weisert,1998-08-11,Engineer
89014,Piyush,Jiafu,1996-05-19,Senior Engineer
89022,Atilio,Orlowski,1998-08-28,Senior Staff
89026,Rafols,Siprelle,1998-02-16,Senior Staff
89030,Xinglin,Prochazka,1985-04-29,Senior Engineer
89033,Sailaja,Jansen,1992-02-03,Senior Engineer
89038,Troy,Kambil,1994-07-19,Senior Engineer
89039,Marek,Quadeer,1998-12-28,Engineer
89043,Mohammed,Riefers,1999-04-29,Senior Engineer
89047,Rayond,Ishibashi,1998-06-06,Engineer
89051,Demos,Ritzmann,1987-09-05,Senior Staff
89053,Arunachalam,Bolsens,1992-02-26,Senior Engineer
89060,Matt,Chandrasekhar,1997-10-11,Senior Engineer
89063,Gen,Marshall,1987-09-08,Senior Engineer
89074,Dmitry,Chandrasekhar,1995-12-15,Staff
89080,Gil,Smeets,1998-09-15,Engineer
89112,Kwangho,Zeidenstein,1993-03-06,Senior Engineer
89119,Pranjal,Cyne,2000-10-12,Senior Engineer
89123,Leen,Selvestrel,1997-12-21,Senior Engineer
89125,Danel,Sinitsyn,1998-10-20,Technique Leader
89133,Fumino,Kermarrec,1989-07-08,Technique Leader
89136,Poornachandra,Swab,1991-12-01,Senior Engineer
89148,Mads,Heering,1985-08-31,Senior Engineer
89154,Dietrich,Isaak,1995-10-04,Staff
89158,Qingxiang,Marwedel,1994-10-09,Senior Engineer
89162,Yongqiao,Melter,1996-06-30,Senior Staff
89179,Weijing,Kranzdorf,1998-06-28,Senior Staff
89184,Chriss,Fargier,1997-08-31,Senior Staff
89186,Gor,Marshall,1987-07-07,Senior Engineer
89194,Arunachalam,Picht,2001-09-28,Senior Staff
89232,Remzi,Herath,1992-07-23,Senior Staff
89240,Arfst,Ecklund,1997-06-08,Engineer
89265,Munir,Gopalakrishnan,1993-12-24,Senior Staff
89270,Francoise,Chachaty,1996-09-28,Engineer
89275,Menkae,Jonsson,1998-05-21,Senior Staff
89300,Xiaoqiang,Schaar,1990-04-26,Senior Engineer
89305,Nidapan,Bernardinello,1995-08-09,Senior Engineer
89315,Susumu,Montemayor,1985-07-02,Senior Staff
89318,Uli,Plump,1998-09-12,Senior Staff
89331,Ranga,Narahara,1999-09-09,Senior Engineer
89333,Mona,Iisaka,1997-08-02,Engineer
89353,Mostafa,Akiyama,1995-12-16,Engineer
89354,Aiman,Schicker,1993-01-03,Senior Staff
89362,Jiafu,Flasterstein,1996-02-09,Senior Engineer
89374,Ingemar,Itzigehl,1994-08-16,Engineer
89381,Paraskevi,Anily,1996-06-15,Senior Staff
89388,Divier,Hasenauer,1997-03-26,Senior Engineer
89391,Aram,Steenbeek,1985-12-10,Senior Staff
89392,Leen,Casperson,1998-01-31,Senior Engineer
89399,Erzsebet,Smeets,1986-08-11,Senior Engineer
89404,Arnd,Peng,1990-03-22,Senior Staff
89416,Mariangiola,Nitsch,1999-07-25,Senior Staff
89425,Chandrasekaran,Baba,1999-06-18,Senior Staff
89431,Yunming,Pileggi,1997-01-15,Senior Engineer
89448,Vidya,Akiyama,1992-07-31,Senior Staff
89457,Kousuke,Peir,1997-08-10,Engineer
89476,Xiaoqiang,Perna,1985-05-27,Senior Engineer
89480,Palash,Angelov,1993-10-28,Senior Staff
89507,Diederik,Orlowska,1997-08-01,Engineer
89512,Susanta,Lung,1998-05-02,Engineer
89525,Kristin,Pleszkun,1993-08-09,Senior Engineer
89531,Sachem,Boguraev,1985-03-30,Technique Leader
89537,Gaurav,Tasistro,1986-04-27,Technique Leader
89553,Gilbert,Pocchiola,1993-06-18,Senior Engineer
89567,Kankanahalli,Masand,1993-12-04,Senior Staff
89573,Ute,Varley,1994-08-20,Senior Staff
89598,Nectarios,Alpin,2001-04-09,Senior Engineer
89608,Susanne,Niizuma,1999-01-17,Senior Staff
89624,Pohua,Cherinka,1988-03-15,Technique Leader
89632,Hausi,Theuretzbacher,2000-03-04,Senior Staff
89640,Sreekrishna,Muhling,1993-02-06,Senior Staff
89641,Geoff,Lundstrom,1999-08-12,Staff
89669,Ult,Miake,1986-06-13,Technique Leader
89672,Ebbe,Feldmann,2001-12-24,Senior Engineer
89694,Dulce,Wuwongse,1995-08-07,Staff
89699,Uma,Keustermans,1999-04-25,Senior Engineer
89715,Toshimori,Sanella,1998-01-09,Senior Engineer
89724,Naftali,Kalorkoti,1991-08-31,Senior Staff
89743,Hugo,Ferriere,1996-07-05,Technique Leader
89755,Lalit,Klerer,1998-02-13,Staff
89760,Mandell,Ducloy,1996-05-10,Senior Staff
89776,Seongbae,Remmers,1986-10-28,Senior Staff
89783,Volkmar,Georg,1986-10-17,Senior Staff
89785,Amabile,Beerel,1992-12-02,Senior Staff
89795,Yinlin,Kirkerud,1988-05-15,Senior Engineer
89801,Zvonko,Giarratana,2001-06-19,Senior Staff
89812,Boriana,Vingron,1995-01-01,Senior Engineer
89825,Ingmar,Isard,1994-05-23,Senior Staff
89838,Zhonghua,Luby,1994-02-22,Senior Engineer
89843,Boalin,Ghelli,1996-02-23,Staff
89859,Guangming,Lalonde,1996-10-30,Engineer
89872,Visit,Bugrara,1996-03-03,Senior Staff
89882,Abdulla,Murrill,1997-07-17,Senior Engineer
89883,Berry,Paludetto,2001-12-21,Senior Staff
89885,Supot,Zumaque,1985-02-22,Senior Engineer
89887,Zhonghui,Munro,1993-04-22,Senior Staff
89904,Ottavia,Olivero,1995-03-26,Senior Staff
89912,Dietrich,Ouhyoung,1999-05-07,Engineer
89915,Qunsheng,Lores,2001-04-19,Senior Engineer
89932,Kerryn,Sanella,1993-03-11,Senior Engineer
89939,Zhongwei,Larfeldt,1990-05-03,Senior Staff
89961,Yuping,Stenning,1996-11-08,Senior Staff
89969,Conrado,Cappelletti,1992-12-17,Senior Staff
89981,Shahaf,Masamoto,1995-12-02,Senior Engineer
90009,Denny,Ozeki,2001-10-15,Engineer
90013,Guenter,Cappelli,1992-07-15,Senior Staff
90020,Oldrich,Holburn,1992-05-30,Senior Engineer
90029,Boaz,Melton,1993-11-01,Senior Engineer
90048,Odinaldo,Duclos,1991-06-28,Senior Staff
90052,Gill,Cangellaris,1999-09-11,Staff
90059,Fumiyo,Setia,1995-10-21,Senior Engineer
90061,Supot,Ramaiah,2000-05-23,Senior Engineer
90070,Remmert,Chiola,1997-12-13,Senior Staff
90080,Hyuncheol,Taubenfeld,1999-09-23,Senior Engineer
90110,Przemyslawa,Orsini,1992-08-31,Senior Engineer
90122,Taisook,Halevi,1991-12-05,Senior Staff
90125,Shugo,Reghbati,1990-03-20,Technique Leader
90138,Shin,Selvestrel,1995-04-18,Engineer
90145,Steen,Walstra,1992-11-16,Senior Engineer
90147,Tomokazu,Plump,1995-11-07,Staff
90152,Chenye,Birrer,1993-02-09,Senior Engineer
90163,Harjit,Ghandeharizadeh,1996-07-05,Senior Engineer
90189,Tzu,Bernardeschi,1994-05-05,Senior Engineer
90213,Kotesh,Kobara,1995-03-25,Senior Engineer
90215,Poorav,Liesche,2000-08-20,Senior Staff
90233,Martien,Setlzner,1998-05-26,Senior Staff
90250,Richard,Sluis,1992-03-23,Senior Staff
90256,Toney,Brender,1996-11-16,Engineer
90261,Rimli,Merle,2002-04-28,Senior Engineer
90270,Djenana,Spieker,1996-04-02,Senior Engineer
90272,Dinah,Tramer,1997-05-25,Senior Staff
90277,Conor,Alencar,1996-04-11,Senior Engineer
90279,Arch,Geffroy,1992-05-03,Senior Staff
90288,Jaideep,Shumilov,1990-12-21,Senior Engineer
90304,Shigenori,Kavvadias,1994-07-04,Senior Engineer
90309,Zengping,Siegrist,1998-12-08,Engineer
90314,Masaki,Rosen,1986-07-05,Senior Staff
90327,Jacopo,Chiola,1992-09-08,Senior Staff
90329,Palash,Renear,1996-11-06,Senior Staff
90336,Shridhar,Chaudhury,1997-04-24,Senior Staff
90342,King,Koshiba,2000-02-15,Senior Staff
90345,Willard,Liedekerke,1996-12-11,Engineer
90348,Makato,Merks,1996-03-15,Senior Staff
90353,Mingzeng,Cooley,1988-04-06,Senior Engineer
90357,Honglan,Lunn,2001-11-12,Senior Engineer
